current_level,accuracy,response_time,total_attempts,mistakes,previous_score,hint_used,difficulty_score,difficulty_change
1,84.41,20.94,8,2,85.12,0,0.974,SAME
3,92.92,29.09,6,0,87.3,0,1.5,HARDER
3,75.99,45.58,10,3,70.61,0,2.164,EASIER
2,66.06,50.92,11,2,60.12,0,1.849,EASIER
5,67.76,55.71,10,2,72.2,0,3.055,EASIER
5,74.8,40.75,11,3,67.3,0,2.95,EASIER
1,93.42,20.86,8,1,82.4,0,0.738,HARDER
2,88.34,16.77,7,1,86.6,0,1.187,HARDER
2,99.94,23.4,6,0,90.42,0,0.957,HARDER
5,58.85,133.88,15,6,61.6,0,4.11,EASIER
3,75.76,28.58,12,4,64.44,0,2.154,EASIER
4,90.45,45.15,9,1,74.3,0,2.144,SAME
5,50.33,46.87,12,4,50.47,0,3.458,EASIER
4,74.46,33.96,6,0,69.24,0,2.209,SAME
1,100.0,21.82,6,0,87.39,0,0.545,HARDER
1,100.0,10.83,6,0,86.84,0,0.472,HARDER
2,91.6,22.46,6,0,90.18,0,1.076,HARDER
2,91.85,13.94,8,1,85.28,0,1.115,HARDER
4,64.59,74.19,10,3,61.19,0,2.926,EASIER
1,100.0,26.72,6,0,89.06,0,0.578,HARDER
2,73.0,17.65,7,1,70.09,0,1.423,SAME
2,73.6,11.42,11,3,71.9,0,1.572,EASIER
1,93.88,21.9,6,0,83.01,0,0.638,HARDER
1,85.07,17.69,6,0,73.97,0,0.742,HARDER
1,92.07,44.16,6,0,89.04,0,0.813,HARDER
3,84.31,54.31,9,2,92.13,0,1.997,SAME
3,97.78,39.97,8,1,93.46,0,1.6,HARDER
3,84.34,25.1,8,1,80.18,0,1.702,SAME
3,73.81,27.92,7,1,74.93,0,1.879,SAME
4,81.76,45.14,6,0,75.26,1,2.174,SAME
5,61.68,57.63,10,2,69.58,0,3.159,EASIER
3,89.13,23.36,6,0,76.74,0,1.519,HARDER
4,75.65,23.18,6,0,71.7,0,2.12,SAME
4,79.01,86.5,11,2,75.87,0,2.692,EASIER
4,57.19,40.55,11,3,66.57,0,2.812,EASIER
1,67.49,21.33,8,2,66.73,1,1.23,EASIER
5,54.99,35.48,6,0,59.43,0,2.912,EASIER
1,100.0,31.09,6,0,82.74,0,0.607,HARDER
3,68.52,46.99,9,2,54.91,0,2.186,EASIER
4,82.32,40.98,9,2,77.89,0,2.338,SAME
3,73.58,33.72,8,2,76.16,0,2.021,EASIER
2,82.6,26.9,6,0,83.15,0,1.24,HARDER
5,69.55,52.0,6,0,70.06,0,2.803,EASIER
1,100.0,22.5,6,0,89.86,0,0.55,HARDER
2,90.85,27.9,7,1,73.0,0,1.223,SAME
5,73.85,46.6,10,2,71.6,0,2.903,EASIER
4,87.97,25.06,6,0,83.37,0,1.948,HARDER
1,83.67,17.82,11,3,82.76,0,1.064,SAME
4,85.68,54.0,6,0,83.95,0,2.175,SAME
5,79.01,65.42,7,1,81.2,0,2.851,SAME
1,98.9,30.43,6,0,86.59,0,0.619,HARDER
3,78.45,54.67,8,2,67.67,0,2.088,EASIER
3,75.63,41.04,9,2,76.29,0,2.039,EASIER
1,81.3,19.4,8,2,75.51,0,1.01,SAME
2,76.93,27.53,6,0,72.38,0,1.33,SAME
1,80.83,14.31,8,2,80.52,0,0.983,SAME
1,93.67,24.78,6,0,88.65,0,0.66,HARDER
3,77.72,52.64,6,0,75.01,0,1.885,SAME
3,84.31,47.02,7,1,76.17,1,1.849,SAME
2,89.88,29.98,6,0,89.37,0,1.152,HARDER
2,74.4,21.8,7,1,74.05,0,1.429,SAME
1,79.1,15.61,8,1,68.72,0,0.918,SAME
4,72.71,37.52,11,3,70.2,0,2.559,EASIER
2,77.25,17.92,6,0,69.16,0,1.261,SAME
5,61.2,55.81,10,3,63.14,0,3.254,EASIER
3,96.96,10.13,6,0,86.34,0,1.313,HARDER
5,54.67,40.31,13,4,50.81,0,3.349,EASIER
4,95.23,41.11,6,0,74.58,0,1.946,HARDER
2,87.89,65.28,8,2,81.93,1,1.617,SAME
4,84.86,40.07,6,0,68.02,0,2.094,SAME
2,93.68,24.4,6,0,85.71,0,1.057,HARDER
1,96.17,12.9,6,0,97.83,0,0.543,HARDER
2,100.0,47.74,6,0,96.89,0,1.118,HARDER
2,74.18,17.33,8,1,72.1,1,1.403,SAME
1,88.44,40.59,6,0,85.46,0,0.844,HARDER
1,81.47,13.39,8,1,79.75,0,0.867,SAME
5,53.04,72.87,13,4,63.6,0,3.59,EASIER
3,73.39,30.3,7,1,68.1,0,1.901,SAME
3,98.73,24.76,6,0,96.94,0,1.384,HARDER
5,68.27,74.88,11,3,75.51,1,3.275,EASIER
2,100.0,40.83,6,0,88.43,0,1.072,HARDER
3,100.0,28.78,6,0,83.61,0,1.392,HARDER
5,99.95,49.52,6,0,82.13,0,2.331,HARDER
4,94.05,33.91,8,1,92.61,0,2.015,HARDER
2,100.0,26.25,6,0,98.33,0,0.975,HARDER
2,88.25,15.49,9,2,84.38,0,1.279,SAME
1,92.28,6.13,6,0,84.85,0,0.557,HARDER
1,92.95,8.52,6,0,93.16,1,0.563,HARDER
1,90.0,16.48,7,1,80.53,0,0.76,HARDER
4,76.5,26.07,9,1,74.06,1,2.226,SAME
4,82.52,38.16,8,2,77.85,0,2.317,SAME
3,75.34,25.25,12,4,71.83,1,2.138,EASIER
4,61.22,30.15,7,1,66.54,0,2.483,EASIER
1,93.64,13.89,6,0,85.76,1,0.588,HARDER
2,78.07,35.34,10,2,72.24,0,1.565,EASIER
2,79.11,26.37,6,0,70.32,0,1.289,SAME
5,68.57,93.5,8,2,76.03,0,3.295,EASIER
4,71.28,41.69,6,0,76.16,0,2.309,SAME
5,81.1,23.29,9,1,88.63,0,2.539,SAME
2,83.33,15.81,6,0,79.93,0,1.155,HARDER
5,81.6,52.36,6,0,81.45,0,2.625,SAME
1,92.06,19.83,6,0,83.12,0,0.651,HARDER
2,84.11,18.99,6,0,82.99,0,1.165,HARDER
3,81.58,22.55,10,3,84.8,0,1.927,SAME
1,77.08,14.11,7,1,69.39,0,0.938,SAME
5,73.38,47.19,11,2,71.47,0,2.914,EASIER
5,78.49,49.03,6,0,77.94,1,2.649,SAME
3,89.91,19.98,7,1,78.31,0,1.585,HARDER
2,71.48,26.48,6,0,64.47,0,1.404,SAME
1,74.81,19.79,11,2,69.71,0,1.11,SAME
4,69.63,38.28,7,1,68.95,0,2.411,EASIER
3,93.85,23.51,7,1,80.17,0,1.549,HARDER
4,77.21,52.33,8,2,75.93,0,2.491,EASIER
4,67.25,67.92,13,5,77.88,0,3.044,EASIER
1,75.47,15.05,6,0,78.61,0,0.868,SAME
1,83.16,14.0,9,2,83.42,0,0.946,SAME
4,67.48,48.19,6,0,59.49,0,2.409,EASIER
1,99.36,11.27,6,0,87.46,0,0.485,HARDER
5,80.13,30.01,6,0,84.09,0,2.498,SAME
1,79.5,13.89,8,1,73.64,0,0.9,SAME
4,82.53,45.27,6,0,76.46,0,2.164,SAME
5,76.51,35.16,8,1,79.31,1,2.687,SAME
3,68.2,30.77,12,4,71.03,1,2.282,EASIER
1,89.16,8.06,6,0,77.97,0,0.616,HARDER
5,73.41,63.99,6,0,64.52,0,2.825,EASIER
1,91.63,32.03,6,0,82.0,0,0.739,HARDER
3,62.89,21.54,8,2,68.95,0,2.1,EASIER
5,71.31,59.72,10,3,81.5,0,3.128,EASIER
4,81.36,36.81,8,1,71.24,1,2.225,SAME
1,100.0,18.78,6,0,82.18,0,0.525,HARDER
5,63.31,45.32,7,1,73.89,0,2.952,EASIER
1,84.55,15.94,8,1,76.43,0,0.838,SAME
4,72.91,28.66,9,2,77.74,1,2.397,EASIER
4,77.91,25.84,7,1,71.88,0,2.204,SAME
2,85.97,37.26,8,1,91.32,0,1.359,HARDER
3,86.04,15.84,10,2,77.99,0,1.715,SAME
1,78.75,17.87,6,0,78.76,0,0.838,SAME
5,73.97,48.73,6,0,68.27,0,2.715,SAME
2,77.58,23.55,14,5,78.59,0,1.793,EASIER
2,83.57,31.31,8,1,73.54,0,1.355,SAME
3,97.08,26.73,6,0,78.97,0,1.422,HARDER
4,61.02,51.94,13,5,63.86,0,3.031,EASIER
3,77.21,68.6,8,2,73.17,0,2.199,EASIER
3,67.25,29.17,8,1,70.45,0,1.986,EASIER
3,81.53,13.75,7,1,73.55,0,1.669,SAME
5,80.48,47.23,8,1,87.86,0,2.708,SAME
2,86.7,21.8,6,0,82.58,0,1.145,HARDER
5,68.83,58.72,6,0,61.01,0,2.859,EASIER
4,88.28,18.02,6,0,78.54,0,1.896,HARDER
5,73.31,56.93,10,2,72.65,0,2.98,EASIER
5,78.2,42.24,8,1,73.65,0,2.709,SAME
4,82.15,55.15,9,3,80.33,1,2.535,EASIER
2,56.24,19.51,10,2,59.64,1,1.786,EASIER
4,74.23,56.6,8,2,64.25,0,2.564,EASIER
4,64.22,21.86,10,2,58.01,0,2.482,EASIER
2,76.71,24.17,7,1,77.52,0,1.411,SAME
4,89.75,27.12,6,0,77.21,0,1.935,HARDER
2,81.25,19.74,8,1,78.3,0,1.313,SAME
3,98.93,92.02,6,0,84.46,0,1.83,SAME
4,60.92,27.36,8,1,60.64,0,2.469,EASIER
1,79.16,15.51,8,2,68.57,0,1.016,SAME
2,92.62,15.19,9,2,88.52,0,1.212,HARDER
4,71.59,35.38,8,1,68.51,0,2.362,EASIER
3,83.07,29.2,7,1,89.01,0,1.749,SAME
5,68.88,37.27,9,1,58.07,0,2.815,EASIER
1,88.57,33.82,6,0,75.22,0,0.797,HARDER
4,71.96,63.49,6,0,73.69,0,2.444,EASIER
5,71.79,34.24,7,1,65.72,0,2.751,EASIER
5,76.42,69.32,6,0,78.03,0,2.816,SAME
1,100.0,14.85,6,0,87.43,0,0.499,SAME
5,67.97,30.58,10,2,65.88,0,2.884,EASIER
2,81.06,18.01,10,3,77.04,0,1.504,SAME
2,79.78,14.52,8,2,72.5,0,1.4,SAME
2,99.7,34.97,6,0,92.9,0,1.038,HARDER
4,81.9,28.17,12,4,65.4,0,2.459,EASIER
4,56.01,66.96,12,4,49.78,0,3.106,EASIER
3,60.57,32.8,10,3,66.06,0,2.31,EASIER
1,81.7,15.32,7,1,84.98,0,0.877,SAME
5,72.3,40.9,14,5,69.3,0,3.188,EASIER
2,84.67,48.38,11,3,84.81,1,1.653,EASIER
1,95.15,18.07,6,0,93.61,0,0.593,HARDER
3,78.25,25.34,7,1,81.81,0,1.795,SAME
3,93.97,43.61,6,0,73.96,0,1.581,HARDER
4,82.72,50.56,6,0,80.69,0,2.196,SAME
5,70.78,33.68,7,1,63.75,0,2.763,EASIER
1,100.0,18.04,6,0,89.35,0,0.52,HARDER
2,68.51,11.64,9,3,67.14,1,1.65,EASIER
3,79.15,30.59,6,0,74.9,0,1.717,SAME
4,76.38,45.36,6,0,79.72,0,2.257,SAME
4,81.02,47.85,6,0,69.81,0,2.204,SAME
2,67.85,16.09,12,3,77.56,0,1.69,EASIER
4,72.4,29.77,6,0,72.7,0,2.213,SAME
5,74.0,55.2,7,1,68.46,0,2.858,EASIER
3,84.77,51.12,9,2,74.6,0,1.969,SAME
5,81.86,51.88,8,1,84.38,0,2.718,EASIER
4,82.62,32.0,7,1,67.45,0,2.174,SAME
2,84.39,35.38,8,1,82.17,0,1.37,SAME
2,91.75,25.27,8,1,86.42,0,1.192,HARDER
4,72.99,42.96,7,1,79.92,0,2.392,SAME
2,86.47,33.02,6,0,77.65,0,1.223,HARDER
2,92.95,23.09,6,0,94.9,0,1.06,HARDER
2,84.55,16.52,6,0,88.83,0,1.142,HARDER
4,78.62,37.6,9,2,77.79,0,2.371,SAME
2,94.61,37.45,6,0,88.41,0,1.13,HARDER
4,82.12,85.28,8,1,82.55,0,2.537,EASIER
5,82.33,30.71,6,0,76.44,0,2.47,SAME
5,93.28,96.25,6,0,93.69,0,2.742,SAME
5,77.03,43.17,10,2,81.02,0,2.832,SAME
1,85.39,18.15,6,0,76.73,0,0.74,HARDER
3,85.12,61.19,8,1,83.48,0,1.931,SAME
2,89.69,20.37,6,0,73.9,0,1.09,HARDER
5,76.14,44.8,6,0,65.83,0,2.657,SAME
4,89.95,30.93,7,1,78.21,0,2.057,SAME
2,68.16,24.37,7,1,61.54,0,1.54,EASIER
3,95.14,35.12,7,1,91.38,0,1.607,HARDER
4,93.5,30.39,9,1,88.64,0,2.0,HARDER
3,85.68,55.38,6,0,81.53,0,1.784,SAME
3,85.92,22.99,6,0,78.43,0,1.564,HARDER
1,87.58,21.97,6,0,86.75,0,0.733,HARDER
3,80.06,31.33,9,2,85.3,0,1.908,SAME
2,91.98,39.47,6,0,84.44,0,1.183,HARDER
5,76.34,36.25,9,2,77.12,0,2.797,SAME
5,77.21,62.87,7,1,73.87,0,2.861,EASIER
4,81.27,105.35,7,1,73.49,1,2.683,EASIER
1,98.98,10.11,6,0,84.83,0,0.483,HARDER
5,77.87,34.88,6,0,70.46,1,2.565,SAME
2,74.76,55.24,9,2,76.18,0,1.747,EASIER
3,88.32,29.38,6,0,87.46,0,1.571,HARDER
5,88.59,52.32,6,0,74.87,0,2.52,SAME
5,69.73,43.78,10,3,61.48,0,3.046,EASIER
1,100.0,34.88,6,0,88.02,0,0.633,HARDER
2,75.83,12.59,10,2,76.13,0,1.447,SAME
4,74.7,65.61,6,0,75.85,0,2.417,SAME
3,73.59,17.17,10,3,76.12,0,2.011,EASIER
2,98.79,12.82,6,0,82.82,1,0.904,HARDER
3,96.4,20.07,6,0,79.92,0,1.388,HARDER
5,69.01,47.51,6,0,70.86,0,2.782,EASIER
2,96.71,18.04,6,0,80.37,0,0.97,HARDER
4,91.51,29.35,8,1,84.22,0,2.023,HARDER
4,74.67,27.6,13,5,77.16,0,2.664,EASIER
5,71.3,34.74,7,1,60.2,0,2.762,EASIER
2,92.34,16.53,8,1,85.3,0,1.125,HARDER
2,76.57,26.36,6,0,66.52,0,1.327,SAME
3,81.1,24.04,6,0,80.79,0,1.644,HARDER
3,100.0,10.68,6,0,94.9,0,1.271,HARDER
3,75.0,30.54,8,1,70.52,0,1.879,SAME
4,83.54,53.98,8,1,77.77,0,2.307,SAME
4,80.24,35.78,9,2,72.66,0,2.335,SAME
2,83.36,14.49,6,0,76.64,0,1.146,HARDER
4,77.22,53.89,7,1,80.14,1,2.401,EASIER
2,100.0,13.86,6,0,91.17,0,0.892,HARDER
3,85.54,27.26,7,1,86.74,0,1.699,HARDER
1,97.1,17.84,7,1,77.02,0,0.662,HARDER
2,100.0,36.96,6,0,93.28,0,1.046,HARDER
5,67.11,63.0,9,2,69.24,0,3.113,EASIER
3,69.53,34.1,15,6,73.05,0,2.484,EASIER
4,92.68,58.04,6,0,81.62,0,2.097,HARDER
1,91.37,11.33,6,0,74.22,0,0.605,HARDER
4,83.94,75.25,9,2,69.65,1,2.543,EASIER
2,77.38,7.04,8,1,74.45,0,1.286,SAME
4,78.89,70.81,7,1,79.26,0,2.489,EASIER
5,59.03,35.71,11,3,60.9,1,3.153,EASIER
3,80.64,36.09,6,0,78.28,0,1.731,SAME
1,83.52,32.13,6,0,82.06,0,0.861,HARDER
3,71.22,38.8,8,2,59.75,0,2.09,EASIER
1,86.97,20.89,7,1,77.91,0,0.835,EASIER
3,57.07,43.84,13,4,65.43,0,2.536,EASIER
1,78.4,9.96,7,1,87.02,0,0.89,SAME
4,82.82,23.5,6,0,82.32,0,2.014,HARDER
2,88.48,26.75,6,0,76.24,0,1.151,HARDER
2,74.26,22.18,8,1,79.12,0,1.434,SAME
1,95.48,15.88,7,1,85.26,0,0.674,HARDER
5,61.22,82.05,12,4,62.53,0,3.529,EASIER
5,77.22,79.25,10,3,67.49,0,3.17,EASIER
5,68.84,34.6,12,4,79.15,1,3.098,EASIER
1,86.75,21.48,6,0,73.9,0,0.742,HARDER
2,84.09,12.84,7,1,76.95,0,1.224,SAME
5,95.6,26.49,6,0,84.41,0,2.243,HARDER
3,72.41,21.69,13,4,70.28,1,2.158,EASIER
1,92.27,17.62,6,0,90.14,0,0.634,HARDER
1,97.81,13.86,6,0,86.22,0,0.525,EASIER
2,75.38,28.75,8,1,79.32,0,1.461,SAME
5,54.06,49.69,12,4,60.71,0,3.42,EASIER
1,83.99,28.11,7,1,80.24,0,0.928,SAME
5,77.59,62.2,6,0,79.18,0,2.751,SAME
4,71.58,26.4,7,1,71.26,0,2.302,SAME
5,67.69,71.68,10,2,69.47,0,3.163,EASIER
5,79.11,35.42,7,1,82.17,0,2.65,SAME
2,76.94,28.29,6,0,68.47,0,1.335,SAME
5,69.11,41.06,11,3,71.99,1,3.037,EASIER
1,74.86,30.57,7,1,85.48,1,1.081,SAME
2,88.21,32.15,7,1,79.33,0,1.291,SAME
2,87.3,18.19,9,2,86.44,0,1.312,SAME
1,97.96,15.42,6,0,83.93,0,0.534,HARDER
1,78.55,66.56,7,1,76.27,1,1.266,EASIER
1,88.08,10.87,6,0,77.48,1,0.651,HARDER
1,77.22,13.5,6,0,81.62,0,0.832,HARDER
2,82.54,18.35,6,0,80.83,0,1.184,HARDER
1,100.0,11.32,6,0,78.59,0,0.475,HARDER
1,86.79,11.81,6,0,82.09,0,0.677,HARDER
5,56.34,47.87,8,1,62.09,0,3.074,EASIER
1,83.2,21.78,8,1,80.71,1,0.897,SAME
1,73.89,9.52,8,1,81.95,0,0.955,SAME
1,77.04,14.73,10,2,70.81,0,1.043,HARDER
1,96.71,13.05,8,1,89.41,0,0.636,HARDER
3,65.54,19.41,8,2,53.02,0,2.046,EASIER
5,73.12,74.47,7,1,78.92,0,3.0,EASIER
4,75.26,29.46,9,2,65.07,0,2.368,EASIER
3,74.68,17.92,6,0,68.49,0,1.699,SAME
1,92.27,25.6,6,0,84.46,0,0.687,HARDER
4,65.62,65.98,10,3,69.59,0,2.856,EASIER
1,98.41,19.8,6,0,83.26,0,0.556,HARDER
4,68.02,27.45,8,2,77.51,0,2.463,EASIER
3,76.14,27.74,12,3,72.77,0,2.043,EASIER
5,64.95,38.47,10,2,72.98,1,2.982,EASIER
2,91.89,23.53,6,0,79.19,0,1.078,HARDER
4,80.44,53.26,8,2,93.1,0,2.448,SAME
3,53.78,30.69,7,1,59.23,1,2.198,EASIER
3,82.54,30.96,6,0,77.89,0,1.668,SAME
5,52.55,40.72,11,4,60.73,0,3.383,EASIER
4,71.59,52.19,8,1,70.03,0,2.474,EASIER
3,78.92,35.92,8,1,80.55,0,1.856,SAME
3,76.48,14.86,6,0,75.27,0,1.652,SAME
4,80.01,19.61,6,0,74.38,1,2.031,SAME
2,92.2,21.02,6,0,83.85,0,1.057,HARDER
1,82.27,26.54,7,1,74.11,0,0.943,SAME
3,71.9,49.43,12,4,69.77,0,2.351,EASIER
1,89.64,24.42,6,0,69.82,0,0.718,HARDER
1,74.56,16.95,6,0,65.35,0,0.895,SAME
3,75.23,55.7,8,2,73.5,0,2.143,EASIER
4,88.48,29.96,8,1,81.63,0,2.073,SAME
4,59.94,34.9,9,2,70.66,0,2.634,EASIER
2,81.6,13.59,10,2,82.1,0,1.367,SAME
3,74.08,27.0,6,0,74.62,0,1.769,SAME
1,100.0,12.75,6,0,85.71,0,0.485,HARDER
4,69.62,74.0,9,2,72.88,0,2.749,EASIER
2,80.2,41.04,7,1,73.97,0,1.471,SAME
4,64.69,41.03,9,3,65.69,0,2.703,EASIER
5,70.09,60.27,7,1,59.01,1,2.95,EASIER
4,77.7,31.41,9,2,75.58,0,2.344,SAME
2,76.14,8.7,7,1,73.31,1,1.316,SAME
5,79.89,36.86,10,2,78.13,1,2.747,EASIER
4,77.71,53.95,9,2,74.56,0,2.494,EASIER
4,83.52,47.66,8,1,69.47,0,2.265,SAME
5,66.72,42.74,12,3,72.15,0,3.084,EASIER
5,72.43,67.21,11,3,72.02,0,3.162,EASIER
1,87.87,14.91,6,0,88.2,0,0.681,HARDER
5,84.58,31.67,6,0,67.78,0,2.442,SAME
4,76.16,53.77,6,0,72.67,0,2.316,SAME
2,85.09,18.79,7,1,86.17,1,1.249,SAME
2,80.42,36.19,9,3,69.31,0,1.635,EASIER
4,69.84,17.99,8,2,75.61,0,2.372,EASIER
2,87.38,19.11,8,1,88.06,0,1.217,HARDER
3,88.2,39.36,6,0,84.54,0,1.639,HARDER
4,68.15,48.74,11,3,64.44,0,2.703,EASIER
4,76.27,36.61,8,1,69.14,0,2.3,SAME
5,71.84,56.09,9,1,71.85,1,2.896,EASIER
1,93.58,19.04,6,0,89.54,0,0.623,HARDER
2,67.93,13.23,9,2,79.34,0,1.569,SAME
5,60.75,43.23,11,5,67.06,0,3.377,EASIER
3,66.34,33.95,10,3,63.34,0,2.231,EASIER
2,85.33,29.39,7,1,86.73,1,1.316,SAME
2,75.99,23.38,7,1,83.38,0,1.416,SAME
2,80.04,19.25,7,1,78.81,1,1.328,SAME
3,68.06,18.18,7,1,72.14,0,1.9,SAME
2,80.97,32.43,9,2,82.03,0,1.502,SAME
4,63.76,51.73,6,0,50.89,0,2.488,EASIER
3,87.58,46.01,6,0,82.51,0,1.693,HARDER
4,79.79,25.99,12,4,75.21,1,2.476,EASIER
1,91.5,18.9,6,0,78.7,0,0.653,HARDER
4,71.98,30.33,10,3,73.71,0,2.522,EASIER
5,49.62,50.94,10,3,58.8,1,3.395,EASIER
1,85.42,57.57,6,0,82.36,0,1.003,SAME
2,77.39,34.45,10,2,77.26,0,1.569,EASIER
4,77.47,29.57,9,2,77.91,0,2.335,SAME
4,81.2,36.16,8,2,79.4,0,2.323,SAME
4,78.25,34.61,12,3,74.67,0,2.457,EASIER
3,92.63,32.58,6,0,79.14,0,1.528,HARDER
4,69.32,21.74,13,5,83.38,0,2.705,EASIER
4,68.9,45.53,12,4,74.89,1,2.77,EASIER
1,100.0,7.72,6,0,94.54,0,0.451,HARDER
4,76.66,20.49,7,1,77.01,0,2.187,SAME
3,77.53,69.04,11,3,80.14,0,2.297,EASIER
1,100.0,15.58,6,0,89.92,0,0.504,HARDER
3,85.78,54.84,7,1,84.21,0,1.879,SAME
3,78.09,22.42,9,2,64.43,0,1.878,EASIER
1,83.14,7.77,11,3,85.14,0,1.005,SAME
5,83.27,32.84,12,4,79.06,0,2.87,EASIER
2,87.07,70.33,7,1,78.69,0,1.563,SAME
2,85.25,13.65,8,1,81.73,0,1.212,HARDER
3,86.76,63.09,7,1,83.39,0,1.919,SAME
5,78.8,57.4,10,3,80.53,0,3.001,EASIER
4,80.5,41.96,9,2,81.16,0,2.372,SAME
4,83.84,29.65,7,1,87.52,0,2.14,SAME
2,89.51,16.74,6,0,79.57,0,1.069,HARDER
5,75.55,62.66,8,2,75.02,0,2.984,EASIER
5,62.68,84.75,8,2,65.42,0,3.325,EASIER
3,98.1,33.53,6,0,79.5,0,1.452,EASIER
3,67.66,41.67,9,2,71.99,0,2.163,EASIER
1,93.09,15.18,7,1,85.03,0,0.705,HARDER
4,61.63,95.4,10,3,69.06,0,3.112,EASIER
5,69.02,55.01,8,1,74.36,0,2.931,EASIER
3,74.29,69.91,11,3,70.67,0,2.352,EASIER
3,81.36,21.07,8,2,87.9,0,1.82,SAME
3,83.42,30.45,6,0,72.83,0,1.652,SAME
1,80.44,27.63,13,4,68.93,0,1.278,EASIER
4,74.71,42.34,6,0,69.08,0,2.262,SAME
4,88.94,49.2,6,0,79.9,0,2.094,SAME
5,56.88,33.82,9,2,59.41,0,3.072,EASIER
5,61.46,42.51,9,2,68.4,0,3.062,EASIER
3,88.61,21.84,6,0,79.84,0,1.517,HARDER
5,70.78,48.32,9,2,73.33,0,2.96,EASIER
3,81.51,28.75,7,1,69.72,0,1.769,SAME
4,85.22,32.37,6,0,82.17,0,2.037,HARDER
4,67.06,51.51,10,2,64.43,0,2.638,EASIER
5,64.81,32.65,6,0,68.15,0,2.746,EASIER
4,68.57,16.93,14,5,67.13,0,2.684,EASIER
1,86.52,14.32,6,0,78.78,1,0.698,HARDER
1,100.0,42.58,6,0,90.14,0,0.684,HARDER
3,62.99,38.01,10,2,68.8,0,2.209,EASIER
3,68.06,22.1,11,3,78.82,0,2.126,EASIER
4,61.34,47.79,10,2,67.01,0,2.698,EASIER
3,94.02,29.38,6,0,89.64,0,1.486,HARDER
3,73.86,36.2,7,1,76.47,0,1.933,SAME
5,66.73,71.12,6,0,62.2,0,2.973,EASIER
2,68.85,25.93,10,2,70.45,0,1.64,EASIER
3,77.38,32.53,7,1,71.77,0,1.856,SAME
3,88.67,56.18,6,0,93.92,0,1.745,HARDER
3,82.53,38.47,8,1,81.52,0,1.819,SAME
5,68.92,54.05,8,2,62.84,0,3.027,EASIER
5,54.35,50.85,10,2,56.54,0,3.224,EASIER
3,76.72,24.72,7,1,69.68,1,1.814,SAME
3,81.47,18.84,10,2,79.06,0,1.804,SAME
3,70.08,40.53,8,2,69.59,0,2.119,EASIER
1,96.55,29.99,6,0,87.42,1,0.652,HARDER
3,88.85,36.79,6,0,79.52,0,1.612,HARDER
2,79.71,30.1,6,0,74.81,0,1.305,SAME
1,97.26,12.62,6,0,92.95,0,0.525,HARDER
1,88.9,14.18,6,0,85.22,0,0.661,HARDER
3,91.47,18.56,7,1,79.38,0,1.552,HARDER
1,100.0,16.29,6,0,89.95,0,0.509,HARDER
4,64.06,59.27,9,2,58.86,1,2.734,EASIER
3,87.69,23.45,6,0,84.16,0,1.541,HARDER
2,98.05,23.29,6,0,87.63,0,0.985,HARDER
4,65.29,52.98,6,0,63.89,1,2.474,EASIER
3,74.25,50.26,6,0,64.51,1,1.921,EASIER
4,69.14,20.7,10,3,68.39,0,2.501,EASIER
4,73.67,33.06,7,1,75.46,0,2.315,SAME
1,86.44,13.4,12,3,78.63,0,0.993,SAME
2,83.02,16.9,8,2,83.14,0,1.367,SAME
3,88.38,26.6,8,2,75.31,1,1.752,SAME
5,51.04,22.94,12,4,55.37,0,3.287,EASIER
1,80.26,15.54,6,0,76.08,0,0.8,SAME
1,96.7,18.25,6,0,91.33,0,0.571,HARDER
5,75.53,32.94,6,0,81.55,1,2.587,SAME
5,59.41,41.24,13,4,68.62,0,3.284,EASIER
1,95.6,18.14,6,0,91.67,0,0.587,HARDER
3,93.27,32.52,6,0,91.57,0,1.518,HARDER
4,74.51,20.8,12,4,63.79,0,2.521,SAME
1,79.92,23.82,8,1,65.07,0,0.96,SAME
2,93.75,32.07,6,0,82.42,0,1.108,HARDER
2,100.0,17.83,6,0,92.43,0,0.919,HARDER
4,66.14,78.26,7,1,71.98,0,2.73,EASIER
2,85.39,28.8,6,0,81.92,0,1.211,HARDER
3,90.9,35.11,8,1,82.94,0,1.671,HARDER
2,86.15,31.54,9,1,82.58,0,1.318,SAME
4,57.53,26.46,12,4,59.76,1,2.814,EASIER
1,94.43,15.63,8,1,92.35,0,0.688,HARDER
2,75.21,30.73,9,2,77.52,0,1.577,SAME
2,72.29,17.44,9,2,80.02,0,1.532,SAME
5,52.72,43.43,7,1,67.94,1,3.099,EASIER
5,81.9,63.59,6,0,79.46,0,2.695,SAME
3,71.65,35.09,13,4,77.64,0,2.259,EASIER
1,93.33,18.15,6,0,84.1,0,0.621,HARDER
4,80.79,41.01,9,2,78.66,0,2.362,SAME
3,81.62,28.91,6,0,82.57,0,1.668,HARDER
5,72.97,70.33,8,2,81.48,0,3.074,EASIER
2,88.81,55.37,6,0,86.31,0,1.337,HARDER
5,71.38,56.21,7,1,71.08,0,2.904,EASIER
5,62.4,83.5,10,3,65.17,0,3.421,EASIER
2,76.51,20.15,6,0,82.11,0,1.287,SAME
4,73.95,30.46,6,0,72.19,0,2.194,SAME
2,83.74,17.51,7,1,80.51,0,1.261,SAME
2,89.29,16.62,7,1,80.87,0,1.171,HARDER
2,96.02,21.34,6,0,88.35,0,1.002,HARDER
4,78.44,57.02,6,0,72.35,0,2.304,SAME
2,76.89,35.85,7,1,77.38,0,1.486,SAME
